잔여좌석,전체좌석,사용중,년,월,일,시간,요일코드,열람실 ID,Exam_Flag,Holiday_Flag,Post_Holiday_Flag,EMA_Short,EMA_Periodic
265,269,4,2025,10,6,18,0,2,0,1,0,0.01486988847583643,0.01486988847583643
264,269,5,2025,10,6,19,0,2,0,1,0,0.01858736059479554,0.01858736059479554
265,269,4,2025,10,6,19,0,2,0,1,0,0.01486988847583643,0.01486988847583643
265,269,4,2025,10,6,20,0,2,0,1,0,0.01486988847583643,0.01486988847583643
265,269,4,2025,10,6,20,0,2,0,1,0,0.01486988847583643,0.01486988847583643
269,269,0,2025,10,6,21,0,2,0,1,0,0.0,0.0
269,269,0,2025,10,6,22,0,2,0,1,0,0.0,0.0
269,269,0,2025,10,6,22,0,2,0,1,0,0.0,0.0
269,269,0,2025,10,6,23,0,2,0,1,0,0.0,0.0
269,269,0,2025,10,6,23,0,2,0,1,0,0.0,0.0
269,269,0,2025,10,7,6,1,2,0,1,0,0.0,0.0
269,269,0,2025,10,7,6,1,2,0,1,0,0.0,0.0
268,269,1,2025,10,7,7,1,2,0,1,0,0.0037174721189591076,0.0037174721189591076
268,269,1,2025,10,7,7,1,2,0,1,0,0.0037174721189591076,0.0037174721189591076
267,269,2,2025,10,7,8,1,2,0,1,0,0.007434944237918215,0.007434944237918215
267,269,2,2025,10,7,8,1,2,0,1,0,0.007434944237918215,0.007434944237918215
267,269,2,2025,10,7,10,1,2,0,1,0,0.007434944237918215,0.007434944237918215
265,269,4,2025,10,7,11,1,2,0,1,0,0.01486988847583643,0.01486988847583643
265,269,4,2025,10,7,11,1,2,0,1,0,0.01486988847583643,0.01486988847583643
264,269,5,2025,10,7,12,1,2,0,1,0,0.01858736059479554,0.01858736059479554
264,269,5,2025,10,7,12,1,2,0,1,0,0.01858736059479554,0.01858736059479554
264,269,5,2025,10,7,13,1,2,0,1,0,0.01858736059479554,0.01858736059479554
264,269,5,2025,10,7,13,1,2,0,1,0,0.01858736059479554,0.01858736059479554
264,269,5,2025,10,7,14,1,2,0,1,0,0.01858736059479554,0.01858736059479554
264,269,5,2025,10,7,14,1,2,0,1,0,0.01858736059479554,0.01858736059479554
261,269,8,2025,10,7,15,1,2,0,1,0,0.02973977695167286,0.02973977695167286
260,269,9,2025,10,7,15,1,2,0,1,0,0.03345724907063197,0.03345724907063197
258,269,11,2025,10,7,16,1,2,0,1,0,0.040892193308550186,0.040892193308550186
255,269,14,2025,10,7,16,1,2,0,1,0,0.05204460966542751,0.05204460966542751
253,269,16,2025,10,7,17,1,2,0,1,0,0.05947955390334572,0.05947955390334572
254,269,15,2025,10,7,17,1,2,0,1,0,0.055762081784386616,0.055762081784386616
257,269,12,2025,10,7,18,1,2,0,1,0,0.04460966542750929,0.04460966542750929
258,269,11,2025,10,7,18,1,2,0,1,0,0.040892193308550186,0.040892193308550186
256,269,13,2025,10,7,19,1,2,0,1,0,0.048327137546468404,0.048327137546468404
258,269,11,2025,10,7,19,1,2,0,1,0,0.040892193308550186,0.040892193308550186
259,269,10,2025,10,7,20,1,2,0,1,0,0.03717472118959108,0.03717472118959108
259,269,10,2025,10,7,20,1,2,0,1,0,0.03717472118959108,0.03717472118959108
262,269,7,2025,10,7,21,1,2,0,1,0,0.026022304832713755,0.026022304832713755
265,269,4,2025,10,7,22,1,2,0,1,0,0.01486988847583643,0.01486988847583643
265,269,4,2025,10,7,22,1,2,0,1,0,0.01486988847583643,0.01486988847583643
266,269,3,2025,10,7,23,1,2,0,1,0,0.011152416356877323,0.011152416356877323
267,269,2,2025,10,7,23,1,2,0,1,0,0.007434944237918215,0.007434944237918215
269,269,0,2025,10,8,6,2,2,0,1,0,0.0,0.0
269,269,0,2025,10,8,6,2,2,0,1,0,0.0,0.0
269,269,0,2025,10,8,7,2,2,0,1,0,0.0,0.0
268,269,1,2025,10,8,7,2,2,0,1,0,0.0037174721189591076,0.0037174721189591076
268,269,1,2025,10,8,8,2,2,0,1,0,0.0037174721189591076,0.0037174721189591076
267,269,2,2025,10,8,8,2,2,0,1,0,0.007434944237918215,0.007434944237918215
267,269,2,2025,10,8,9,2,2,0,1,0,0.007434944237918215,0.007434944237918215
264,269,5,2025,10,8,10,2,2,0,1,0,0.01858736059479554,0.01858736059479554
265,269,4,2025,10,8,11,2,2,0,1,0,0.01486988847583643,0.01486988847583643
263,269,6,2025,10,8,11,2,2,0,1,0,0.022304832713754646,0.022304832713754646
261,269,8,2025,10,8,12,2,2,0,1,0,0.02973977695167286,0.02973977695167286
260,269,9,2025,10,8,12,2,2,0,1,0,0.03345724907063197,0.03345724907063197
257,269,12,2025,10,8,13,2,2,0,1,0,0.04460966542750929,0.04460966542750929
256,269,13,2025,10,8,13,2,2,0,1,0,0.048327137546468404,0.048327137546468404
255,269,14,2025,10,8,14,2,2,0,1,0,0.05204460966542751,0.05204460966542751
252,269,17,2025,10,8,14,2,2,0,1,0,0.06319702602230483,0.06319702602230483
253,269,16,2025,10,8,15,2,2,0,1,0,0.05947955390334572,0.05947955390334572
251,269,18,2025,10,8,15,2,2,0,1,0,0.06691449814126393,0.06691449814126393
249,269,20,2025,10,8,16,2,2,0,1,0,0.07434944237918216,0.07434944237918216
248,269,21,2025,10,8,16,2,2,0,1,0,0.07806691449814127,0.07806691449814127
247,269,22,2025,10,8,17,2,2,0,1,0,0.08178438661710037,0.08178438661710037
248,269,21,2025,10,8,17,2,2,0,1,0,0.07806691449814127,0.07806691449814127
245,269,24,2025,10,8,18,2,2,0,1,0,0.08921933085501858,0.08921933085501858
244,269,25,2025,10,8,18,2,2,0,1,0,0.09293680297397769,0.09293680297397769
244,269,25,2025,10,8,19,2,2,0,1,0,0.09293680297397769,0.09293680297397769
242,269,27,2025,10,8,19,2,2,0,1,0,0.10037174721189591,0.10037174721189591
245,269,24,2025,10,8,20,2,2,0,1,0,0.08921933085501858,0.08921933085501858
248,269,21,2025,10,8,20,2,2,0,1,0,0.07806691449814127,0.07806691449814127
253,269,16,2025,10,8,21,2,2,0,1,0,0.05947955390334572,0.05947955390334572
256,269,13,2025,10,8,22,2,2,0,1,0,0.048327137546468404,0.048327137546468404
259,269,10,2025,10,8,22,2,2,0,1,0,0.03717472118959108,0.03717472118959108
261,269,8,2025,10,8,23,2,2,0,1,0,0.02973977695167286,0.02973977695167286
263,269,6,2025,10,8,23,2,2,0,1,0,0.022304832713754646,0.022304832713754646
269,269,0,2025,10,9,6,3,2,0,1,0,0.0,0.0
269,269,0,2025,10,9,6,3,2,0,1,0,0.0,0.0
269,269,0,2025,10,9,7,3,2,0,1,0,0.0,0.0
268,269,1,2025,10,9,7,3,2,0,1,0,0.0037174721189591076,0.0037174721189591076
267,269,2,2025,10,9,8,3,2,0,1,0,0.007434944237918215,0.007434944237918215
267,269,2,2025,10,9,8,3,2,0,1,0,0.007434944237918215,0.007434944237918215
267,269,2,2025,10,9,9,3,2,0,1,0,0.007434944237918215,0.007434944237918215
266,269,3,2025,10,9,9,3,2,0,1,0,0.011152416356877323,0.011152416356877323
264,269,5,2025,10,9,10,3,2,0,1,0,0.01858736059479554,0.01858736059479554
263,269,6,2025,10,9,11,3,2,0,1,0,0.022304832713754646,0.022304832713754646
258,269,11,2025,10,9,12,3,2,0,1,0,0.040892193308550186,0.040892193308550186
250,269,19,2025,10,9,13,3,2,0,1,0,0.07063197026022305,0.07063197026022305
245,269,24,2025,10,9,13,3,2,0,1,0,0.08921933085501858,0.08921933085501858
241,269,28,2025,10,9,14,3,2,0,1,0,0.10408921933085502,0.10408921933085502
236,269,33,2025,10,9,14,3,2,0,1,0,0.12267657992565056,0.12267657992565056
235,269,34,2025,10,9,15,3,2,0,1,0,0.12639405204460966,0.12639405204460966
228,269,41,2025,10,9,15,3,2,0,1,0,0.1524163568773234,0.1524163568773234
217,269,52,2025,10,9,16,3,2,0,1,0,0.19330855018587362,0.19330855018587362
215,269,54,2025,10,9,16,3,2,0,1,0,0.20074349442379183,0.20074349442379183
206,269,63,2025,10,9,17,3,2,0,1,0,0.2342007434944238,0.2342007434944238
206,269,63,2025,10,9,17,3,2,0,1,0,0.2342007434944238,0.2342007434944238
205,269,64,2025,10,9,18,3,2,0,1,0,0.2379182156133829,0.2379182156133829
204,269,65,2025,10,9,18,3,2,0,1,0,0.241635687732342,0.241635687732342
206,269,63,2025,10,9,19,3,2,0,1,0,0.2342007434944238,0.2342007434944238
209,269,60,2025,10,9,19,3,2,0,1,0,0.22304832713754646,0.22304832713754646
204,269,65,2025,10,9,20,3,2,0,1,0,0.241635687732342,0.241635687732342
205,269,64,2025,10,9,20,3,2,0,1,0,0.2379182156133829,0.2379182156133829
224,269,45,2025,10,9,21,3,2,0,1,0,0.16728624535315986,0.16728624535315986
238,269,31,2025,10,9,22,3,2,0,1,0,0.11524163568773234,0.11524163568773234
251,269,18,2025,10,9,23,3,2,0,1,0,0.06691449814126393,0.06691449814126393
269,269,0,2025,10,10,0,4,2,0,1,0,0.0,0.0
269,269,0,2025,10,10,6,4,2,0,1,0,0.0,0.0
269,269,0,2025,10,10,6,4,2,0,1,0,0.0,0.0
269,269,0,2025,10,10,7,4,2,0,1,0,0.0,0.0
269,269,0,2025,10,10,7,4,2,0,1,0,0.0,0.0
267,269,2,2025,10,10,8,4,2,0,1,0,0.007434944237918215,0.007434944237918215
265,269,4,2025,10,10,8,4,2,0,1,0,0.01486988847583643,0.01486988847583643
262,269,7,2025,10,10,9,4,2,0,1,0,0.026022304832713755,0.026022304832713755
263,269,6,2025,10,10,9,4,2,0,1,0,0.022304832713754646,0.022304832713754646
261,269,8,2025,10,10,10,4,2,0,1,0,0.02973977695167286,0.02973977695167286
254,269,15,2025,10,10,11,4,2,0,1,0,0.055762081784386616,0.055762081784386616
242,269,27,2025,10,10,12,4,2,0,1,0,0.10037174721189591,0.10037174721189591
230,269,39,2025,10,10,13,4,2,0,1,0,0.1449814126394052,0.1449814126394052
225,269,44,2025,10,10,13,4,2,0,1,0,0.16356877323420074,0.16356877323420074
207,269,62,2025,10,10,14,4,2,0,1,0,0.23048327137546468,0.23048327137546468
196,269,73,2025,10,10,14,4,2,0,1,0,0.27137546468401486,0.27137546468401486
186,269,83,2025,10,10,15,4,2,0,1,0,0.30855018587360594,0.30855018587360594
186,269,83,2025,10,10,15,4,2,0,1,0,0.30855018587360594,0.30855018587360594
180,269,89,2025,10,10,16,4,2,0,1,0,0.3308550185873606,0.3308550185873606
172,269,97,2025,10,10,16,4,2,0,1,0,0.36059479553903345,0.36059479553903345
178,269,91,2025,10,10,17,4,2,0,1,0,0.3382899628252788,0.3382899628252788
181,269,88,2025,10,10,17,4,2,0,1,0,0.3271375464684015,0.3271375464684015
190,269,79,2025,10,10,18,4,2,0,1,0,0.2936802973977695,0.2936802973977695
189,269,80,2025,10,10,18,4,2,0,1,0,0.29739776951672864,0.29739776951672864
198,269,71,2025,10,10,19,4,2,0,1,0,0.26394052044609667,0.26394052044609667
204,269,65,2025,10,10,19,4,2,0,1,0,0.241635687732342,0.241635687732342
204,269,65,2025,10,10,20,4,2,0,1,0,0.241635687732342,0.241635687732342
209,269,60,2025,10,10,20,4,2,0,1,0,0.22304832713754646,0.22304832713754646
225,269,44,2025,10,10,21,4,2,0,1,0,0.16356877323420074,0.16356877323420074
230,269,39,2025,10,10,22,4,2,0,1,0,0.1449814126394052,0.1449814126394052
233,269,36,2025,10,10,22,4,2,0,1,0,0.13382899628252787,0.13382899628252787
240,269,29,2025,10,10,23,4,2,0,1,0,0.10780669144981413,0.10780669144981413
250,269,19,2025,10,10,23,4,2,0,1,0,0.07063197026022305,0.07063197026022305
269,269,0,2025,10,11,6,5,2,0,1,0,0.0,0.0
269,269,0,2025,10,11,6,5,2,0,1,0,0.0,0.0
268,269,1,2025,10,11,7,5,2,0,1,0,0.0037174721189591076,0.0037174721189591076
267,269,2,2025,10,11,7,5,2,0,1,0,0.007434944237918215,0.007434944237918215
267,269,2,2025,10,11,8,5,2,0,1,0,0.007434944237918215,0.007434944237918215
265,269,4,2025,10,11,8,5,2,0,1,0,0.01486988847583643,0.01486988847583643
266,269,3,2025,10,11,9,5,2,0,1,0,0.011152416356877323,0.011152416356877323
265,269,4,2025,10,11,10,5,2,0,1,0,0.01486988847583643,0.01486988847583643
258,269,11,2025,10,11,11,5,2,0,1,0,0.040892193308550186,0.040892193308550186
251,269,18,2025,10,11,12,5,2,0,1,0,0.06691449814126393,0.06691449814126393
249,269,20,2025,10,11,12,5,2,0,1,0,0.07434944237918216,0.07434944237918216
239,269,30,2025,10,11,13,5,2,0,1,0,0.11152416356877323,0.11152416356877323
237,269,32,2025,10,11,13,5,2,0,1,0,0.11895910780669144,0.11895910780669144
228,269,41,2025,10,11,14,5,2,0,1,0,0.1524163568773234,0.1524163568773234
224,269,45,2025,10,11,14,5,2,0,1,0,0.16728624535315986,0.16728624535315986
205,269,64,2025,10,11,15,5,2,0,1,0,0.2379182156133829,0.2379182156133829
199,269,70,2025,10,11,15,5,2,0,1,0,0.26022304832713755,0.26022304832713755
184,269,85,2025,10,11,16,5,2,0,1,0,0.3159851301115242,0.3159851301115242
171,269,98,2025,10,11,16,5,2,0,1,0,0.3643122676579926,0.3643122676579926
146,269,123,2025,10,11,17,5,2,0,1,0,0.45724907063197023,0.45724907063197023
150,269,119,2025,10,11,17,5,2,0,1,0,0.4423791821561338,0.4423791821561338
141,269,128,2025,10,11,18,5,2,0,1,0,0.4758364312267658,0.4758364312267658
136,269,133,2025,10,11,18,5,2,0,1,0,0.4944237918215613,0.4944237918215613
146,269,123,2025,10,11,19,5,2,0,1,0,0.45724907063197023,0.45724907063197023
148,269,121,2025,10,11,19,5,2,0,1,0,0.44981412639405205,0.44981412639405205
164,269,105,2025,10,11,20,5,2,0,1,0,0.3903345724907063,0.3903345724907063
169,269,100,2025,10,11,20,5,2,0,1,0,0.37174721189591076,0.37174721189591076
193,269,76,2025,10,11,21,5,2,0,1,0,0.2825278810408922,0.2825278810408922
200,269,69,2025,10,11,22,5,2,0,1,0,0.25650557620817843,0.25650557620817843
206,269,63,2025,10,11,22,5,2,0,1,0,0.2342007434944238,0.2342007434944238
214,269,55,2025,10,11,23,5,2,0,1,0,0.20446096654275092,0.20446096654275092
216,269,53,2025,10,11,23,5,2,0,1,0,0.1970260223048327,0.1970260223048327
269,269,0,2025,10,12,6,6,2,0,1,0,0.0,0.0
269,269,0,2025,10,12,6,6,2,0,1,0,0.0,0.0
269,269,0,2025,10,12,7,6,2,0,1,0,0.0,0.0
268,269,1,2025,10,12,7,6,2,0,1,0,0.0037174721189591076,0.0037174721189591076
267,269,2,2025,10,12,8,6,2,0,1,0,0.007434944237918215,0.007434944237918215
266,269,3,2025,10,12,8,6,2,0,1,0,0.011152416356877323,0.011152416356877323
262,269,7,2025,10,12,10,6,2,0,1,0,0.026022304832713755,0.026022304832713755
259,269,10,2025,10,12,10,6,2,0,1,0,0.03717472118959108,0.03717472118959108
253,269,16,2025,10,12,11,6,2,0,1,0,0.05947955390334572,0.05947955390334572
241,269,28,2025,10,12,12,6,2,0,1,0,0.10408921933085502,0.10408921933085502
231,269,38,2025,10,12,13,6,2,0,1,0,0.1412639405204461,0.1412639405204461
224,269,45,2025,10,12,13,6,2,0,1,0,0.16728624535315986,0.16728624535315986
200,269,69,2025,10,12,14,6,2,0,1,0,0.25650557620817843,0.25650557620817843
184,269,85,2025,10,12,14,6,2,0,1,0,0.3159851301115242,0.3159851301115242
154,269,115,2025,10,12,15,6,2,0,1,0,0.4275092936802974,0.4275092936802974
143,269,126,2025,10,12,15,6,2,0,1,0,0.4684014869888476,0.4684014869888476
128,269,141,2025,10,12,16,6,2,0,1,0,0.5241635687732342,0.5241635687732342
124,269,145,2025,10,12,16,6,2,0,1,0,0.5390334572490706,0.5390334572490706
119,269,150,2025,10,12,17,6,2,0,1,0,0.5576208178438662,0.5576208178438662
117,269,152,2025,10,12,17,6,2,0,1,0,0.5650557620817844,0.5650557620817844
122,269,147,2025,10,12,18,6,2,0,1,0,0.5464684014869888,0.5464684014869888
125,269,144,2025,10,12,18,6,2,0,1,0,0.5353159851301115,0.5353159851301115
135,269,134,2025,10,12,19,6,2,0,1,0,0.49814126394052044,0.49814126394052044
137,269,132,2025,10,12,19,6,2,0,1,0,0.49070631970260226,0.49070631970260226
131,269,138,2025,10,12,20,6,2,0,1,0,0.5130111524163569,0.5130111524163569
142,269,127,2025,10,12,20,6,2,0,1,0,0.4721189591078067,0.4721189591078067
155,269,114,2025,10,12,21,6,2,0,1,0,0.42379182156133827,0.42379182156133827
175,269,94,2025,10,12,22,6,2,0,1,0,0.34944237918215615,0.34944237918215615
185,269,84,2025,10,12,22,6,2,0,1,0,0.31226765799256506,0.31226765799256506
202,269,67,2025,10,12,23,6,2,0,1,0,0.24907063197026022,0.24907063197026022
218,269,51,2025,10,12,23,6,2,0,1,0,0.1895910780669145,0.1895910780669145
269,269,0,2025,10,13,6,0,2,0,0,1,0.0,0.0
269,269,0,2025,10,13,6,0,2,0,0,1,0.0,0.0
268,269,1,2025,10,13,7,0,2,0,0,1,0.0037174721189591076,0.0037174721189591076
267,269,2,2025,10,13,7,0,2,0,0,1,0.007434944237918215,0.007434944237918215
265,269,4,2025,10,13,8,0,2,0,0,1,0.01486988847583643,0.01486988847583643
259,269,10,2025,10,13,8,0,2,0,0,1,0.03717472118959108,0.03717472118959108
230,269,39,2025,10,13,10,0,2,0,0,1,0.1449814126394052,0.1449814126394052
214,269,55,2025,10,13,11,0,2,0,0,1,0.20446096654275092,0.20446096654275092
190,269,79,2025,10,13,12,0,2,0,0,1,0.2936802973977695,0.2936802973977695
185,269,84,2025,10,13,13,0,2,0,0,1,0.31226765799256506,0.31226765799256506
169,269,100,2025,10,13,13,0,2,0,0,1,0.37174721189591076,0.37174721189591076
156,269,113,2025,10,13,14,0,2,0,0,1,0.4200743494423792,0.4200743494423792
162,269,107,2025,10,13,14,0,2,0,0,1,0.39776951672862454,0.39776951672862454
131,269,138,2025,10,13,15,0,2,0,0,1,0.5130111524163569,0.5130111524163569
141,269,128,2025,10,13,15,0,2,0,0,1,0.4758364312267658,0.4758364312267658
134,269,135,2025,10,13,16,0,2,0,0,1,0.5018587360594795,0.5018587360594795
92,269,177,2025,10,13,16,0,2,0,0,1,0.6579925650557621,0.6579925650557621
76,269,193,2025,10,13,17,0,2,0,0,1,0.7174721189591078,0.7174721189591078
75,269,194,2025,10,13,17,0,2,0,0,1,0.7211895910780669,0.7211895910780669
74,269,195,2025,10,13,18,0,2,0,0,1,0.724907063197026,0.724907063197026
65,269,204,2025,10,13,18,0,2,0,0,1,0.758364312267658,0.758364312267658
48,269,221,2025,10,13,19,0,2,0,0,1,0.8215613382899628,0.8215613382899628
61,269,208,2025,10,13,19,0,2,0,0,1,0.7732342007434945,0.7732342007434945
60,269,209,2025,10,13,20,0,2,0,0,1,0.7769516728624535,0.7769516728624535
48,269,221,2025,10,13,20,0,2,0,0,1,0.8215613382899628,0.8215613382899628
32,269,237,2025,10,13,21,0,2,0,0,1,0.8810408921933085,0.8810408921933085
35,269,234,2025,10,13,21,0,2,0,0,1,0.8698884758364313,0.8698884758364313
86,269,183,2025,10,13,22,0,2,0,0,1,0.6802973977695167,0.6802973977695167
102,269,167,2025,10,13,22,0,2,0,0,1,0.620817843866171,0.620817843866171
142,269,127,2025,10,13,23,0,2,0,0,1,0.4721189591078067,0.4721189591078067
174,269,95,2025,10,13,23,0,2,0,0,1,0.35315985130111527,0.35315985130111527
269,269,0,2025,10,14,6,1,2,0,0,1,0.0,0.0
269,269,0,2025,10,14,6,1,2,0,0,1,0.0,0.0
269,269,0,2025,10,14,7,1,2,0,0,1,0.0,0.0
266,269,3,2025,10,14,7,1,2,0,0,1,0.011152416356877323,0.011152416356877323
262,269,7,2025,10,14,8,1,2,0,0,1,0.026022304832713755,0.026022304832713755
259,269,10,2025,10,14,8,1,2,0,0,1,0.03717472118959108,0.03717472118959108
251,269,18,2025,10,14,9,1,2,0,0,1,0.06691449814126393,0.06691449814126393
248,269,21,2025,10,14,9,1,2,0,0,1,0.07806691449814127,0.07806691449814127
245,269,24,2025,10,14,10,1,2,0,0,1,0.08921933085501858,0.08921933085501858
237,269,32,2025,10,14,10,1,2,0,0,1,0.11895910780669144,0.11895910780669144
222,269,47,2025,10,14,11,1,2,0,0,1,0.17472118959107807,0.17472118959107807
207,269,62,2025,10,14,11,1,2,0,0,1,0.23048327137546468,0.23048327137546468
185,269,84,2025,10,14,12,1,2,0,0,1,0.31226765799256506,0.31226765799256506
172,269,97,2025,10,14,13,1,2,0,0,1,0.36059479553903345,0.36059479553903345
162,269,107,2025,10,14,13,1,2,0,0,1,0.39776951672862454,0.39776951672862454
155,269,114,2025,10,14,14,1,2,0,0,1,0.42379182156133827,0.42379182156133827
149,269,120,2025,10,14,14,1,2,0,0,1,0.44609665427509293,0.44609665427509293
119,269,150,2025,10,14,15,1,2,0,0,1,0.5576208178438662,0.5576208178438662
113,269,156,2025,10,14,15,1,2,0,0,1,0.5799256505576208,0.5799256505576208
98,269,171,2025,10,14,16,1,2,0,0,1,0.6356877323420075,0.6356877323420075
85,269,184,2025,10,14,16,1,2,0,0,1,0.6840148698884758,0.6840148698884758
68,269,201,2025,10,14,17,1,2,0,0,1,0.7472118959107806,0.7472118959107806
49,269,220,2025,10,14,17,1,2,0,0,1,0.8178438661710037,0.8178438661710037
46,269,223,2025,10,14,18,1,2,0,0,1,0.828996282527881,0.828996282527881
45,269,224,2025,10,14,18,1,2,0,0,1,0.8327137546468402,0.8327137546468402
36,269,233,2025,10,14,19,1,2,0,0,1,0.8661710037174721,0.8661710037174721
35,269,234,2025,10,14,19,1,2,0,0,1,0.8698884758364313,0.8698884758364313
13,269,256,2025,10,14,20,1,2,0,0,1,0.9516728624535316,0.9516728624535316
1,269,268,2025,10,14,20,1,2,0,0,1,0.9962825278810409,0.9962825278810409
27,269,242,2025,10,14,21,1,2,0,0,1,0.8996282527881041,0.8996282527881041
71,269,198,2025,10,14,22,1,2,0,0,1,0.7360594795539034,0.7360594795539034
90,269,179,2025,10,14,22,1,2,0,0,1,0.6654275092936803,0.6654275092936803
119,269,150,2025,10,14,23,1,2,0,0,1,0.5576208178438662,0.5576208178438662
159,269,110,2025,10,14,23,1,2,0,0,1,0.40892193308550184,0.40892193308550184
269,269,0,2025,10,15,6,2,2,0,0,1,0.0,0.0
269,269,0,2025,10,15,6,2,2,0,0,1,0.0,0.0
269,269,0,2025,10,15,7,2,2,0,0,1,0.0,0.0
268,269,1,2025,10,15,7,2,2,0,0,1,0.0037174721189591076,0.0037174721189591076
264,269,5,2025,10,15,8,2,2,0,0,1,0.01858736059479554,0.01858736059479554
257,269,12,2025,10,15,8,2,2,0,0,1,0.04460966542750929,0.04460966542750929
235,269,34,2025,10,15,10,2,2,0,0,1,0.12639405204460966,0.12639405204460966
209,269,60,2025,10,15,11,2,2,0,0,1,0.22304832713754646,0.22304832713754646
164,269,105,2025,10,15,12,2,2,0,0,1,0.3903345724907063,0.3903345724907063
140,269,129,2025,10,15,13,2,2,0,0,1,0.4795539033457249,0.4795539033457249
124,269,145,2025,10,15,13,2,2,0,0,1,0.5390334572490706,0.5390334572490706
112,269,157,2025,10,15,14,2,2,0,0,1,0.5836431226765799,0.5836431226765799
114,269,155,2025,10,15,14,2,2,0,0,1,0.5762081784386617,0.5762081784386617
94,269,175,2025,10,15,15,2,2,0,0,1,0.6505576208178439,0.6505576208178439
76,269,193,2025,10,15,15,2,2,0,0,1,0.7174721189591078,0.7174721189591078
69,269,200,2025,10,15,16,2,2,0,0,1,0.7434944237918215,0.7434944237918215
56,269,213,2025,10,15,16,2,2,0,0,1,0.79182156133829,0.79182156133829
43,269,226,2025,10,15,17,2,2,0,0,1,0.8401486988847584,0.8401486988847584
45,269,224,2025,10,15,17,2,2,0,0,1,0.8327137546468402,0.8327137546468402
33,269,236,2025,10,15,18,2,2,0,0,1,0.8773234200743495,0.8773234200743495
16,269,253,2025,10,15,18,2,2,0,0,1,0.9405204460966543,0.9405204460966543
4,269,265,2025,10,15,19,2,2,0,0,1,0.9851301115241635,0.9851301115241635
12,269,257,2025,10,15,19,2,2,0,0,1,0.9553903345724907,0.9553903345724907
13,269,256,2025,10,15,20,2,2,0,0,1,0.9516728624535316,0.9516728624535316
5,269,264,2025,10,15,20,2,2,0,0,1,0.9814126394052045,0.9814126394052045
12,269,257,2025,10,15,21,2,2,0,0,1,0.9553903345724907,0.9553903345724907
62,269,207,2025,10,15,22,2,2,0,0,1,0.7695167286245354,0.7695167286245354
113,269,156,2025,10,15,23,2,2,0,0,1,0.5799256505576208,0.5799256505576208
142,269,127,2025,10,15,23,2,2,0,0,1,0.4721189591078067,0.4721189591078067
269,269,0,2025,10,16,6,3,2,0,0,1,0.0,0.0
269,269,0,2025,10,16,6,3,2,0,0,1,0.0,0.0
269,269,0,2025,10,16,7,3,2,0,0,1,0.0,0.0
269,269,0,2025,10,16,7,3,2,0,0,1,0.0,0.0
266,269,3,2025,10,16,8,3,2,0,0,1,0.011152416356877323,0.011152416356877323
261,269,8,2025,10,16,8,3,2,0,0,1,0.02973977695167286,0.02973977695167286
244,269,25,2025,10,16,10,3,2,0,0,1,0.09293680297397769,0.09293680297397769
235,269,34,2025,10,16,10,3,2,0,0,1,0.12639405204460966,0.12639405204460966
198,269,71,2025,10,16,11,3,2,0,0,1,0.26394052044609667,0.26394052044609667
157,269,112,2025,10,16,12,3,2,0,0,1,0.4163568773234201,0.4163568773234201
143,269,126,2025,10,16,13,3,2,0,0,1,0.4684014869888476,0.4684014869888476
120,269,149,2025,10,16,13,3,2,0,0,1,0.5539033457249071,0.5539033457249071
114,269,155,2025,10,16,14,3,2,0,0,1,0.5762081784386617,0.5762081784386617
106,269,163,2025,10,16,14,3,2,0,0,1,0.6059479553903345,0.6059479553903345
85,269,184,2025,10,16,15,3,2,0,0,1,0.6840148698884758,0.6840148698884758
80,269,189,2025,10,16,15,3,2,0,0,1,0.7026022304832714,0.7026022304832714
77,269,192,2025,10,16,16,3,2,0,0,1,0.7137546468401487,0.7137546468401487
111,269,158,2025,10,16,17,3,2,0,0,1,0.587360594795539,0.587360594795539
199,269,70,2025,10,16,19,3,2,0,0,1,0.26022304832713755,0.26022304832713755
213,269,56,2025,10,16,19,3,2,0,0,1,0.20817843866171004,0.20817843866171004
237,269,32,2025,10,16,20,3,2,0,0,1,0.11895910780669144,0.11895910780669144
237,269,32,2025,10,16,20,3,2,0,0,1,0.11895910780669144,0.11895910780669144
245,269,24,2025,10,16,21,3,2,0,0,1,0.08921933085501858,0.08921933085501858
251,269,18,2025,10,16,22,3,2,0,0,1,0.06691449814126393,0.06691449814126393
254,269,15,2025,10,16,22,3,2,0,0,1,0.055762081784386616,0.055762081784386616
259,269,10,2025,10,16,23,3,2,0,0,1,0.03717472118959108,0.03717472118959108
261,269,8,2025,10,16,23,3,2,0,0,1,0.02973977695167286,0.02973977695167286
269,269,0,2025,10,17,6,4,2,0,0,0,0.0,0.0
269,269,0,2025,10,17,6,4,2,0,0,0,0.0,0.0
269,269,0,2025,10,17,7,4,2,0,0,0,0.0,0.0
269,269,0,2025,10,17,7,4,2,0,0,0,0.0,0.0
269,269,0,2025,10,17,8,4,2,0,0,0,0.0,0.0
269,269,0,2025,10,17,8,4,2,0,0,0,0.0,0.0
248,269,21,2025,10,17,10,4,2,0,0,0,0.07806691449814127,0.07806691449814127
233,269,36,2025,10,17,11,4,2,0,0,0,0.13382899628252787,0.13382899628252787
208,269,61,2025,10,17,12,4,2,0,0,0,0.22676579925650558,0.22676579925650558
192,269,77,2025,10,17,13,4,2,0,0,0,0.2862453531598513,0.2862453531598513
174,269,95,2025,10,17,13,4,2,0,0,0,0.35315985130111527,0.35315985130111527
